line,status,message,path,current,new,entity_type,entity_id,old_name_ar
615,not_found,"Subcategory not found at segment: مرسيدس-بنز","المركبات > سيارات > مرسيدس-بنز > الفئة E","الفئة E",E-Class,,,
616,not_found,"Subcategory not found at segment: مرسيدس-بنز","المركبات > سيارات > مرسيدس-بنز > الفئة R","الفئة R",R-Class,,,
617,not_found,"Subcategory not found at segment: مرسيدس-بنز","المركبات > سيارات > مرسيدس-بنز > الفئة S","الفئة S",S-Class,,,
618,not_found,"Subcategory not found at segment: مرسيدس-بنز","المركبات > سيارات > مرسيدس-بنز > مايباخ S","مايباخ S","Maybach S-Class",,,
619,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > التيما",التيما,Altima,,,
620,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > الميرا",الميرا,Almera,,,
621,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > بريmera",بريmera,Primera,,,
622,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > بلوبيرد",بلوبيرد,Bluebird,,,
623,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > بولسار",بولسار,Pulsar,,,
624,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > بيكسو",بيكسو,Pixo,,,
625,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > تينو",تينو,Tino,,,
626,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > سكاي لاين","سكاي لاين",Skyline,,,
627,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > صني",صني,Sunny,,,
628,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > لوريل التيما","لوريل التيما","Laurel Altima",,,
629,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > ماكسيما",ماكسيما,Maxima,,,
630,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > ميكرا",ميكرا,Micra,,,
631,not_found,"Subcategory not found at segment: نيسان","المركبات > سيارات > نيسان > نوت",نوت,Note,,,
632,not_found,"Subcategory not found at segment: هوندا","المركبات > سيارات > هوندا > أكورد",أكورد,Accord,,,
633,not_found,"Subcategory not found at segment: هوندا","المركبات > سيارات > هوندا > إنتيجرا",إنتيجرا,Integra,,,
634,not_found,"Subcategory not found at segment: هوندا","المركبات > سيارات > هوندا > بريلود",بريلود,Prelude,,,
635,not_found,"Subcategory not found at segment: هوندا","المركبات > سيارات > هوندا > جاز",جاز,Jazz,,,
636,not_found,"Subcategory not found at segment: هوندا","المركبات > سيارات > هوندا > ستريم",ستريم,Stream,,,
637,updated,"Updated subcategory (fallback by name in category)","المركبات > سيارات > هوندا > سيتي",سيتي,City,subcategory,21936,سيتي
638,updated,"Updated subcategory (fallback by name in category)","المركبات > سيارات > هوندا > سيفيك",سيفيك,Civic,subcategory,21416,سيفيل
639,updated,"Updated subcategory (fallback by name in category)","المركبات > سيارات > هوندا > شاتل",شاتل,Shuttle,subcategory,21734,شاتل
640,not_found,"Subcategory not found at segment: هوندا","المركبات > سيارات > هوندا > ليجند",ليجند,Legend,,,
641,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > أتوس",أتوس,Atos,,,
642,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > أكسنت",أكسنت,Accent,,,
643,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > أكسنت إيرا","أكسنت إيرا","Accent Era",,,
644,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > أكسنت بلو","أكسنت بلو","Accent Blue",,,
645,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > أيونيك",أيونيك,Ioniq,,,
646,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > إكسل",إكسل,Excel,,,
647,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > إلنترا",إلنترا,Elantra,,,
648,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > تراجيت",تراجيت,Trajet,,,
649,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > جينيسيس",جينيسيس,Genesis,,,
650,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > سوناتا",سوناتا,Sonata,,,
651,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > غراندور",غراندور,Grandeur,,,
652,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > غيتز",غيتز,Getz,,,
653,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > كوبيه",كوبيه,Coupe,,,
654,not_found,"Subcategory not found at segment: هيونداي","المركبات > سيارات > هيونداي > ماتريكس",ماتريكس,Matrix,,,
655,updated,"Updated subcategory","المركبات > سيارات دفع رباعي وبيك آب > Hyundai > Kona Elektrik","Kona Elektrik","Kona Electric",subcategory,35045,"Kona Elektrik"
656,name_mismatch,"DB name_ar does not match current name (id 35992)","المركبات > سيارات دفع رباعي وبيك آب > Mercedes-Benz > G Series","G Series",G-Class,,,
657,name_mismatch,"DB name_ar does not match current name (id 35993)","المركبات > سيارات دفع رباعي وبيك آب > Mercedes-Benz > GL",GL,GL-Class,,,
658,name_mismatch,"DB name_ar does not match current name (id 36003)","المركبات > سيارات دفع رباعي وبيك آب > Mercedes-Benz > X",X,X-Class,,,
659,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > أجهزة تنقية المياه","أجهزة تنقية المياه","فلتر مياه",,,
660,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > أفران الميكروويف","أفران الميكروويف",مايكرويف,,,
661,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > ثلاجات",ثلاجات,براد,,,
662,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > شفاطات المدى والمدخنة","شفاطات المدى والمدخنة","شفاط مطبخ",,,
663,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > غسالات الصحون","غسالات الصحون","جلاية صحون",,,
664,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > قبو النبيذ ومبرد","قبو النبيذ ومبرد","براد مشروبات",,,
665,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > كووكتوبس",كووكتوبس,"طباخ ليزري",,,
666,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > مجففات",مجففات,"نشافة ملابس",,,
667,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > مجمدات",مجمدات,ثلاجة,,,
668,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > موزعات المياه","موزعات المياه","براد ماء",,,
669,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > موقد وفرن","موقد وفرن","طباخ مع فرن",,,
670,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية > واشينج ماتشينيس","واشينج ماتشينيس",غسالة,,,
671,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > آلات القهوة","آلات القهوة","ماكينة قهوة",,,
672,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > ألواح الكي","ألواح الكي","لوح كوي",,,
673,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > بلينديرس",بلينديرس,"خلاط عصير",,,
674,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > تواستيرس",تواستيرس,"محمصة خبز",,,
675,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > تواصل مع الشواية / مكبس الساندويتش","تواصل مع الشواية / مكبس الساندويتش","سخانة سندويش",,,
676,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > خلاطات",خلاطات,خلاط,,,
677,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > روبوتيك فاكوومس","روبوتيك فاكوومس","مكنسة روبوت",,,
678,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > سكاليس",سكاليس,"ميزان مطبخ",,,
679,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > صانع الثلج","صانع الثلج","ماكينة ثلج",,,
680,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > صناع الزبادي","صناع الزبادي","ماكينة صنع اللبن",,,
681,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > صناع الفشار","صناع الفشار","ماكينة بوشار",,,
682,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > طباخات البخار","طباخات البخار","طباخ بخاري",,,
683,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > طباخات البيض","طباخات البيض","جهاز سلق البيض",,,
684,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > طباخات كهربائية متعددة","طباخات كهربائية متعددة","طباخ كهربائي",,,
685,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > غلايات كهربائية","غلايات كهربائية","غلاية كهربائية",,,
686,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > فاكووم كليانيرس","فاكووم كليانيرس","مكنسة كهربائية",,,
687,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > قلايات كهربائية ومقلاة هوائية","قلايات كهربائية ومقلاة هوائية","قلاية كهربائية",,,
688,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > ماكينات الآيس كريم","ماكينات الآيس كريم","ماكينة آيس كريم",,,
689,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > ماكينات التنظيف بالبخار","ماكينات التنظيف بالبخار","ماكينة تنظيف بالبخار",,,
690,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > ماكينات الخياطة","ماكينات الخياطة","ماكينة خياطة",,,
691,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > ماكينات الشاي","ماكينات الشاي","ماكينة شاي",,,
692,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > ماكينات تنظيف السجاد","ماكينات تنظيف السجاد","ماكينة تنظيف سجاد",,,
693,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > محمصة الوفل","محمصة الوفل","ماكينة وافل",,,
694,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > مستخرج العصير","مستخرج العصير","عصارة فواكه",,,
695,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > مطاحن اللحوم","مطاحن اللحوم","مفرمة لحمة",,,
696,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > معالجات الطعام","معالجات الطعام","محضرة طعام",,,
697,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > مكانس قابلة لإعادة الشحن","مكانس قابلة لإعادة الشحن","مكنسة شحن",,,
698,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > مكاوي",مكاوي,مكواة,,,
699,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > منظف النوافذ","منظف النوافذ","جهاز تنظيف نوافذ",,,
700,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > أجهزة منزلية صغيرة > يليكتريك جريللس & جريددليس","يليكتريك جريللس & جريددليس","شواية كهربائية",,,
701,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > جهاز تدفئة القدمين","جهاز تدفئة القدمين","دفاية قدمين",,,
702,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > جهاز تنقية الهواء ومرطب الهواء","جهاز تنقية الهواء ومرطب الهواء","منقي ومرطب هواء",,,
703,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > سخانات المياه","سخانات المياه","سخان مياه",,,
704,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > سخانات كهربائية","سخانات كهربائية","سخان كهربائي",,,
705,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > غلايات كومبي","غلايات كومبي",كومبي,,,
706,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > فانس",فانس,مروحة,,,
707,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > مراوح السقف","مراوح السقف","مروحة سقف",,,
708,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > أجهزة منزلية كهربائية > تدفئة وتبريد وتهوية > مكيف الهواء","مكيف الهواء",مكيف,,,
709,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > أعواد وحوامل البخور","أعواد وحوامل البخور","بخور ومباخر",,,
710,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > أنابيب النرجيلة","أنابيب النرجيلة","أركيلة ومستلزماتها",,,
711,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > بوولس & بلاتيس","بوولس & بلاتيس","صحون وزبادي",,,
712,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > تلوين",تلوين,"لوحات فنية",,,
713,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > زخارف الجدران","زخارف الجدران","ديكور حائط",,,
714,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > ستونيس",ستونيس,"حجار زينة",,,
715,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > صينية الرماد","صينية الرماد","منفضة سجائر",,,
716,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > فاسيس",فاسيس,مزهرية,,,
717,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > كانديلابراس",كانديلابراس,شمعدان,,,
718,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > كنيكك-كناككس, ستاتواري & فيجورينيس","كنيكك-كناككس, ستاتواري & فيجورينيس","تحف وتماثيل صغيرة",,,
719,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > خوادم ومكونات > سيرفيرس",سيرفيرس,سيرفر,,,
720,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > شاشات > مراقبة قطع الغيار","مراقبة قطع الغيار","قطع غيار الشاشات",,,
721,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > Taşınabilir SSD","Taşınabilir SSD","قرص تخزين محمول",,,
722,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > أجهزة الباركود والمحطات اليدوية","أجهزة الباركود والمحطات اليدوية","جهاز باركود",,,
723,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > أقراص الرسومات","أقراص الرسومات","لوح رسم",,,
724,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > سماعات الرأس والميكروفونات","سماعات الرأس والميكروفونات","سماعة رأس وميكروفون",,,
725,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > سماعات الكمبيوتر","سماعات الكمبيوتر","سماعة كمبيوتر",,,
726,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > طابعات وماسحات وبلوتر","طابعات وماسحات وبلوتر","طابعة متعددة المهام",,,
727,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > كاميرات الويب","كاميرات الويب","كاميرا ويب",,,
728,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > لوحات المفاتيح","لوحات المفاتيح",كيبورد,,,
729,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات أقراص DVD الخارجية وكاتباتها","محركات أقراص DVD الخارجية وكاتباتها","سواقة دي في دي خارجية",,,
730,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات أقراص فلاش","محركات أقراص فلاش","ذاكرة فلاش",,,
731,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات الأقراص الصلبة الخارجية","محركات الأقراص الصلبة الخارجية","هارد خارجي",,,
732,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات الأقراص المرنة والرمز البريدي الخارجية","محركات الأقراص المرنة والرمز البريدي الخارجية","قارئ أقراص مرنة خارجي",,,
733,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات الأقراص المضغوطة والكاتبة الخارجية","محركات الأقراص المضغوطة والكاتبة الخارجية","سواقة سي دي خارجية",,,
734,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > مكبر الرسومات","مكبر الرسومات","كرت شاشة خارجي",,,
735,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > مودمات وشبكات","مودمات وشبكات","مودم وراوتر",,,
736,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > ميسي",ميسي,ماوس,,,
737,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > ناسخات USB","ناسخات USB","ناسخ ذاكرة فلاش",,,
738,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > آسوس روج حليف","آسوس روج حليف","Asus Rog Ally",,,
739,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > أتاري",أتاري,Atari,,,
740,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس","اكس بوكس",Xbox,,,
741,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس 360","اكس بوكس 360","Xbox 360",,,
742,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس سيريس اكس","اكس بوكس سيريس اكس","Xbox Series X",,,
743,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس واحد","اكس بوكس واحد","Xbox One",,,
744,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس ون اس","اكس بوكس ون اس","Xbox One S",,,
745,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس ون اكس","اكس بوكس ون اكس","Xbox One X",,,
746,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 1","بلاي ستيشن 1","PlayStation 1",,,
747,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 2","بلاي ستيشن 2","PlayStation 2",,,
748,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 3","بلاي ستيشن 3","PlayStation 3",,,
749,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 4","بلاي ستيشن 4","PlayStation 4",,,
750,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 4 برو","بلاي ستيشن 4 برو","PlayStation 4 Pro",,,
751,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 5","بلاي ستيشن 5","PlayStation 5",,,
752,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 5 برو","بلاي ستيشن 5 برو","PlayStation 5 Pro",,,
753,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بوابة بلاي ستيشن","بوابة بلاي ستيشن","PlayStation Portal",,,
754,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بي إس بي","بي إس بي",PSP,,,
755,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بي اس فيتا","بي اس فيتا","PS Vita",,,
756,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > ريزر إيدج","ريزر إيدج","Razer Edge",,,
757,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > سطح البخار","سطح البخار","Steam Deck",,,
758,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > سلسلة اكس بوكس اس","سلسلة اكس بوكس اس","Xbox Series S",,,
759,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > عين",عين,AYN,,,
760,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > لوجيتك جي كلاود","لوجيتك جي كلاود","Logitech G Cloud",,,
761,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > لينوفو ليجن جو","لينوفو ليجن جو","Lenovo Legion Go",,,
762,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > مخلب MSI","مخلب MSI","MSI Claw",,,
763,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو 2DS و 3DS","نينتندو 2DS و 3DS","Nintendo 2DS & 3DS",,,
764,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو جيم بوي","نينتندو جيم بوي","Nintendo Gameboy",,,
765,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو جيم كيوب","نينتندو جيم كيوب","Nintendo Game Cube",,,
766,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو دي إس","نينتندو دي إس","Nintendo DS",,,
767,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو سويتش","نينتندو سويتش","Nintendo Switch",,,
